subsetID,Q_peak,Qpeak_reduction,cost,floodedArea,n,rank,distance,subsetID.1,orig_subsetID
_500050,160.48550415039062,4.148040771484375,152558.905983951,51755.41695100001,0.0,2.0,0.02087616066320717,370163.0,d_370163
_500052,160.17103576660156,4.4625091552734375,159670.23137111284,65285.08706400001,0.0,2.0,0.020833528522151624,410019.0,d_410019
_500055,160.16404724121094,4.469497680664063,173791.53750515482,65021.7882615,0.0,2.0,0.009400330234815232,410076.0,d_410076
_500056,160.08836364746094,4.545181274414063,175098.45052976048,76553.4507375,0.0,2.0,0.009855105661248777,410150.0,d_410150
_500057,159.94131469726562,4.692230224609375,177209.70047251278,73900.78814671001,0.0,2.0,0.010666446300357407,460141.0,d_460141
_500062,159.93971252441406,4.6938323974609375,187462.7444568333,73522.8561896,0.0,2.0,0.005412113485827461,420126.0,d_420126
_500063,159.9095458984375,4.7239990234375,187576.3042386244,69967.47174400001,0.0,2.0,0.006594185981222038,490333.0,d_490333
_500064,159.78370666503906,4.8498382568359375,189096.1768694547,78535.96721451,0.0,2.0,0.006820265180820243,470294.0,d_470294
_500065,159.7550811767578,4.878463745117188,189911.68926246648,75300.2014976,0.0,2.0,0.00451240653715708,410232.0,d_410232
_500066,159.74948120117188,4.884063720703125,197013.9717406958,78156.60873657,0.0,2.0,0.00739749406788994,500131.0,d_500131
_500067,159.64491271972656,4.9886322021484375,197823.4142088449,77577.70455709999,0.0,2.0,0.013137925427785316,420122.0,d_420122
_500068,159.42559814453125,5.20794677734375,199043.4431674211,77879.2224593,0.0,2.0,0.015709451247917488,500187.0,d_500187
_500071,159.3775177001953,5.256027221679688,211489.7767853783,80241.75102047,0.0,2.0,0.011691848249175397,350216.0,d_350216
_500076,159.31414794921875,5.31939697265625,217423.94819790308,77730.35147627,0.0,2.0,0.016573244481541707,490244.0,d_490244
_500077,159.05067443847656,5.5828704833984375,221712.4676895137,82293.20729227,0.0,2.0,0.016693152021785132,370159.0,d_370159
_500079,158.9991455078125,5.6343994140625,229052.4471503408,71226.27685557,0.0,2.0,0.02238285850185794,390306.0,d_390306
_500081,158.57260131835938,6.060943603515625,232081.78229757643,65859.49824587001,0.0,2.0,0.06501351860802193,470177.0,d_470177
_500083,157.4029541015625,7.2305908203125,239710.0326805569,65971.37998307002,0.0,2.0,0.0550943993483453,480172.0,d_480172
_500086,157.30111694335938,7.332427978515625,248724.0294887488,68906.82770717001,0.0,2.0,0.012600906119485056,460032.0,d_460032
_500087,157.20779418945312,7.425750732421875,252483.83234338864,72001.22959757001,0.0,2.0,0.03201000955461353,490213.0,d_490213
_500095,156.9447784423828,7.6887664794921875,294245.1089495032,78601.22508817,0.0,2.0,0.029850883065777083,500220.0,d_500220
_500096,156.88449096679688,7.749053955078125,295778.21093221114,80486.79467607,0.0,2.0,0.015299969007880452,470149.0,d_470149
_500100,156.6882781982422,7.9452667236328125,307923.2217844132,81627.46130786999,0.0,2.0,0.0188725046927329,480174.0,d_480174
_500101,156.61537170410156,8.018173217773438,317082.32300619537,82711.20743016999,0.0,2.0,0.05739058994276399,500327.0,d_500327
_500121,156.57554626464844,8.057998657226562,438866.78564528783,110668.7522899,0.0,2.0,0.0561377680809831,500109.0,d_500109
_500123,156.47523498535156,8.158309936523438,442367.3495450314,115456.71160619995,0.0,2.0,0.015036273606960249,500052.0,d_500052
_500124,156.32322692871094,8.310317993164062,452286.6656739965,119164.14419144002,0.0,2.0,0.05077138499123337,490055.0,d_490055
_500129,155.4311065673828,9.202438354492188,469665.8466992274,115591.57657538002,0.0,2.0,0.05698724947906487,470233.0,d_470233
_500135,155.25575256347656,9.377792358398438,492723.3316047314,129555.44935448,0.0,2.0,0.017111530091971017,470071.0,d_470071
_500136,155.23658752441406,9.396957397460938,493621.9560568268,121163.48625178,0.0,2.0,0.007143833066928369,470141.0,d_470141
_500139,155.222900390625,9.41064453125,507258.4096447364,123716.16785317,0.0,2.0,0.02085261059532533,480053.0,d_480053
_500142,154.9359588623047,9.697586059570312,516854.4024239892,122610.90037338,0.0,2.0,0.023755758551531843,490085.0,d_490085
_500144,154.85623168945312,9.777313232421877,531457.7755410394,124742.30576958,0.0,2.0,0.01187571926905648,460157.0,d_460157
_500146,154.84722900390625,9.78631591796875,537818.450074757,124855.63416401,0.0,2.0,0.0077267325751613535,500037.0,d_500037
_500148,154.84397888183594,9.789566040039062,549361.4615417965,128105.44349248,0.0,2.0,0.02115960220576142,500192.0,d_500192
_500151,154.67056274414062,9.962982177734377,573430.0276167799,141572.51261168,0.0,2.0,0.03069874528238266,480176.0,d_480176
_500152,154.33839416503906,10.295150756835938,577656.5939067696,139063.3851203,0.0,2.0,0.025889440623430966,500137.0,d_500137
_500154,154.08038330078125,10.55316162109375,581935.2329125851,142648.81514427,0.0,2.0,0.014603922471262581,480095.0,d_480095
_500156,154.0234375,10.610107421875,584137.7957215036,153799.9736961,0.0,2.0,0.025425153810018617,490317.0,d_490317
_500160,153.55447387695312,11.079071044921877,595321.2745560474,146027.490847,0.0,2.0,0.025999711687631818,490299.0,d_490299
_500161,153.52061462402344,11.112930297851562,601105.0636985576,161859.494768,0.0,2.0,0.006430507355533606,500057.0,d_500057
_500162,153.50340270996094,11.130142211914062,606389.3146481349,162695.069289,0.0,2.0,0.023970731057521916,490063.0,d_490063
_500170,153.34616088867188,11.287384033203123,643855.7142715504,163115.51540027,0.0,2.0,0.023976774893283107,470139.0,d_470139
_500171,153.2919464111328,11.341598510742188,645685.674430998,160219.93221947,0.0,2.0,0.009316354091685877,490123.0,d_490123
_500175,153.2778778076172,11.355667114257812,660425.9177557508,168836.80855590003,0.0,2.0,0.009730571702508687,500284.0,d_500284
_500176,153.20510864257812,11.428436279296877,661537.6452218515,159297.89138026998,0.0,2.0,0.008976407276191947,490353.0,d_490353
_500177,153.10531616210938,11.528228759765623,666381.1975729265,170192.1586186,0.0,2.0,0.014243237607191976,470095.0,d_470095
_500184,153.091796875,11.541748046875,686034.7928367852,172070.13490327,0.0,2.0,0.013671161623105187,500028.0,d_500028
_500187,153.08287048339844,11.550674438476562,697986.9243112272,165413.72920207,0.0,2.0,0.014787268509972012,470066.0,d_470066
_500189,152.88626098632812,11.747283935546877,703226.8852328792,167673.41504676998,0.0,2.0,0.014757459678175131,500182.0,d_500182
_500191,152.8824005126953,11.751144409179688,715580.472202095,169634.20763937003,0.0,2.0,0.013268995652530181,460163.0,d_460163
_500197,152.73797607421875,11.89556884765625,722042.8381551959,174350.03396087,0.0,2.0,0.015301494251607244,480281.0,d_480281
_500199,152.68788146972656,11.945663452148438,735073.4240363048,174455.48057577,0.0,2.0,0.027949350472900848,500200.0,d_500200
_500207,152.67477416992188,11.958770751953123,785034.3753405705,178857.60812837002,0.0,2.0,0.022712415479054806,490241.0,d_490241
_500209,152.6645965576172,11.968948364257812,788894.2476748974,179760.52015257,0.0,2.0,0.014503693750785198,490302.0,d_490302
_500212,152.6549530029297,11.978591918945312,818939.0089191193,194951.80093467,0.0,2.0,0.014966136864073398,490232.0,d_490232
_500214,152.64039611816406,11.993148803710938,823528.5852619864,194713.96152957,0.0,2.0,0.0061170448559684735,500096.0,d_500096
_500215,152.5439910888672,12.089553833007812,823619.0316537628,211418.2116482,0.0,2.0,0.024203645898197172,500295.0,d_500295
_500220,152.4662628173828,12.167282104492188,866883.5960376181,226893.96701820003,0.0,2.0,0.0366654094829447,480348.0,d_480348
_500226,152.44900512695312,12.184539794921877,905122.5582190276,228068.55507760003,0.0,2.0,0.029912176089443257,470274.0,d_470274
_500230,152.3112335205078,12.322311401367188,926105.7148715128,234517.1082382,0.0,2.0,0.018944514029609397,460278.0,d_460278
_500233,152.28651428222656,12.347030639648438,936601.229671183,225520.6903407,0.0,2.0,0.010266286300970684,500297.0,d_500297
_500234,152.2147979736328,12.418746948242188,942378.7977411158,230953.55053260003,0.0,2.0,0.04555746017517533,500091.0,d_500091
_500251,152.19354248046875,12.44000244140625,1040219.4716735984,251333.0539367,0.0,2.0,0.04337271277827415,490018.0,d_490018
_500253,152.17616271972656,12.457382202148438,1045704.2742730444,254559.43961320003,0.0,2.0,0.013492320258563487,450124.0,d_450124
_500254,151.92774963378906,12.705795288085938,1048569.0805031152,256064.17291781,0.0,2.0,inf,480237.0,d_480237
_500000,161.8752899169922,2.7582550048828125,12142.075525179218,10922.657701,0.0,,,400057.0,u_400057
_500001,161.84507751464844,2.7884674072265625,13659.446262996116,14636.33285,0.0,,,20129.0,u_020129
_500012,163.2586669921875,1.3748779296875,65473.74067746222,25200.639617000004,0.0,,,290145.0,d_290145
_500013,163.25827026367188,1.375274658203125,67106.41911685011,24618.087243600003,0.0,,,490309.0,d_490309
_500016,162.81930541992188,1.814239501953125,70275.96150919466,37223.349813600005,0.0,,,480108.0,d_480108
_500018,162.78292846679688,1.850616455078125,88433.33227497332,40291.057770700005,0.0,,,500213.0,d_500213
_500020,162.4319610595703,2.2015838623046875,95693.64602876184,40451.73799467,0.0,,,380222.0,d_380222
_500024,162.15594482421875,2.47760009765625,102301.08610705682,40872.87181329999,0.0,,,420044.0,d_420044
_500025,162.14907836914062,2.484466552734375,106116.11810964748,39958.82249597,0.0,,,440207.0,d_440207
_500026,161.9679718017578,2.6655731201171875,109414.3439166845,41697.48489957,0.0,,,500124.0,d_500124
_500027,161.92698669433594,2.7065582275390625,111987.83752164702,46366.77811096999,0.0,,,340178.0,d_340178
_500028,161.8866424560547,2.7469024658203125,112527.01299115064,44583.93972867,0.0,,,280170.0,d_280170
