,Pareto_presence,to_outlet
200140,0,14583.386735419275
200141,0,14483.386735419275
200142,48,14383.386735419275
200143,33,14283.386735419275
200144,22,14183.386735419275
200145,0,14603.396204260449
200146,0,14503.396204260449
200147,2,12435.398026526052
200148,0,12335.398026526052
200149,0,12235.398026526052
200150,38,12135.398026526052
200151,5,12035.398026526052
200152,85,11935.398026526052
200153,0,13916.544143829191
200154,2,13816.544143829191
200155,5,14580.70887823915
200156,1,12420.585431830048
200157,1,14052.969644356177
200158,58,13952.969644356177
200159,0,13852.969644356177
200160,21,13752.969644356177
200161,37,13652.969644356177
200162,23,13552.969644356177
200163,0,14298.482117631298
200164,2,14198.482117631298
200165,0,12353.125747089498
200166,2,11869.82008075333
200167,4,11769.82008075333
200168,0,11669.82008075333
200169,1,11569.82008075333
200170,0,16868.440404333764
200171,0,16768.440404333764
200172,30,19004.43001336995
200173,26,18904.43001336995
200174,0,18804.43001336995
200175,0,16255.132856694287
200176,19,15962.023336113289
200177,5,15862.023336113289
200178,7,15762.023336113289
200179,2,15662.023336113289
200180,0,15562.023336113289
200181,0,18825.441748620397
200182,0,18725.441748620397
200183,17,12235.44812459454
200184,0,14220.229810579804
200185,5,14120.229810579804
200186,0,14020.229810579804
200187,0,12173.079309501642
200188,11,13736.833513924033
200189,0,13636.833513924033
200190,0,14260.120181100974
200191,0,14160.120181100974
200192,0,12102.486728414562
200193,0,12002.486728414562
200194,2,11902.486728414562
200195,0,18133.26950953435
200196,13,18033.26950953435
200197,9,17933.26950953435
200198,1,17833.26950953435
200199,106,17733.26950953435
200200,14,17633.26950953435
200201,7,17955.805521532548
200202,26,17855.805521532548
200203,0,17755.805521532548
200204,14,14770.07228919921
200205,0,14670.07228919921
200206,16,14570.07228919921
200207,55,14470.07228919921
200208,27,14370.07228919921
200209,85,14270.07228919921
200210,61,14170.07228919921
200211,0,16078.437490598179
200212,0,11674.053439293495
200213,14,11574.053439293495
200214,0,11612.960659284772
200215,0,11512.960659284772
200216,21,11412.960659284772
200217,45,11312.960659284772
200218,0,13787.578305610197
200219,0,11619.74190257657
200220,0,11519.74190257657
200221,20,19017.700478028884
200222,0,18917.700478028884
200223,12,13531.022428940663
200224,20,13431.022428940663
200225,0,13331.022428940663
200226,0,13231.022428940663
200227,2,19573.427170421783
200228,15,19473.427170421783
200229,0,18084.11346747683
200230,0,17984.11346747683
200231,30,17884.11346747683
200232,0,15901.671833512308
200233,14,11296.39350567642
200234,0,11196.39350567642
200235,49,11175.231758152813
200236,36,11075.231758152813
200237,4,10975.231758152813
200238,58,10875.231758152813
200239,48,10775.231758152813
200240,0,13114.894693741982
200241,0,13014.894693741982
200242,0,12914.894693741982
200243,7,12822.994422926473
200244,0,12722.994422926473
200245,2,12622.994422926473
200246,22,12522.994422926473
200247,0,12422.994422926473
200248,0,12322.994422926473
200249,9,11747.43727633789
200250,2,13704.088029346894
200251,60,13604.088029346894
200252,0,13504.088029346894
200253,76,13404.088029346894
200254,0,13304.088029346894
200255,0,13204.088029346894
200256,13,11770.295032367436
200257,0,19898.818463037842
200258,0,19798.818463037842
200259,0,19698.818463037842
200260,1,13172.682852236157
200261,0,13072.682852236157
200262,0,12972.682852236157
200263,25,18337.34824937145
200264,0,18237.34824937145
200265,2,18137.34824937145
200266,34,18037.34824937145
200267,16,13197.176321613633
200268,4,13097.176321613633
200269,0,12997.176321613633
200270,0,12897.176321613633
200271,0,12797.176321613633
200272,9,12697.176321613633
200273,0,12597.176321613633
200274,0,13442.589935087852
200275,1,13342.589935087852
200276,0,13242.589935087852
200277,57,13142.589935087852
200278,0,15428.814936198489
200279,1,15328.814936198489
200280,3,15228.814936198489
200281,0,15128.814936198489
200282,0,15028.814936198489
200283,0,14928.814936198489
200284,0,19508.3840461375
200285,20,19408.3840461375
200286,49,19308.3840461375
200287,0,10610.543375331066
200288,115,18938.655285351106
200289,115,18838.655285351106
200290,0,18738.655285351106
200291,0,18638.655285351106
200292,0,19923.2880742434
200293,0,19823.2880742434
200294,23,19723.2880742434
200295,1,12495.647065244826
200296,0,12395.647065244826
200297,16,12295.647065244826
200298,2,12195.647065244826
200299,20,12095.647065244826
200300,55,11995.647065244826
200301,66,11895.647065244826
200302,1,11795.647065244826
200303,0,11695.647065244826
200304,0,11595.647065244826
200305,11,9115.46113320209
200306,2,9015.46113320209
200307,0,8915.46113320209
200308,0,8815.46113320209
200309,1,16630.75579880557
200310,4,16530.75579880557
200311,0,16430.75579880557
200312,0,16330.75579880557
200313,1,10742.845730903464
200314,0,10642.845730903464
200315,1,10814.735127501439
200316,5,10714.735127501439
200317,0,10614.735127501439
200318,0,13429.781777075299
200319,4,13329.781777075299
200320,0,18960.792980917777
200321,31,18860.792980917777
200322,1,18760.792980917777
200323,0,18660.792980917777
200324,29,16452.958310199534
200325,33,16352.958310199534
200326,5,16252.958310199534
200327,15,16152.958310199534
200328,1,8985.075384670366
200329,14,8885.075384670366
200330,5,8785.075384670366
200331,0,8685.075384670366
200332,0,19111.370786573636
200333,8,19011.370786573636
200334,10,18911.370786573636
200335,4,18811.370786573636
200336,1,14090.031463317691
200337,4,13990.031463317691
200338,0,13890.031463317691
200339,0,8995.450467596713
200340,0,8895.450467596713
200341,0,8795.450467596713
200342,21,12938.959193164106
200343,0,19884.100750092282
200344,0,19784.100750092282
200345,0,19684.100750092282
200346,1,10063.787798778636
200347,5,9963.787798778636
200348,7,9863.787798778636
200349,14,9763.787798778636
200350,10,9663.787798778636
200351,60,9563.787798778636
200352,60,9463.787798778636
200353,13,9363.787798778636
200354,0,9263.787798778636
200355,1,10479.899611521496
200356,5,10379.899611521496
200357,1,10279.899611521496
200358,0,10179.899611521496
200359,0,19833.572862880166
200360,0,19733.572862880166
200361,0,19633.572862880166
200362,0,10045.81817848883
200363,0,19991.8301513953
200364,0,19891.8301513953
200365,0,19791.8301513953
200366,0,19691.8301513953
200367,0,11516.235549412291
200368,0,11416.235549412291
200369,0,12629.773765049495
200370,14,10891.027359299698
200371,4,10791.027359299698
200372,1,10691.027359299698
200373,0,10591.027359299698
200374,0,10491.027359299698
200375,40,10391.027359299698
200376,0,9671.10596473607
200377,0,14723.7923091089
200378,61,15207.942672849944
200379,0,15107.942672849944
200380,0,20060.77740390005
200381,0,19960.77740390005
200382,0,19860.77740390005
200383,0,19760.77740390005
200384,0,19660.77740390005
200385,66,15132.057876603449
200386,41,20040.875189235187
200387,0,19940.875189235187
200388,0,19840.875189235187
200389,0,19740.875189235187
200390,0,11212.360651904877
200391,12,9620.96082727276
200392,6,9520.96082727276
200393,0,14869.794684216653
200394,2,14769.794684216653
200395,0,14669.794684216653
200396,8,9463.520546846386
200397,0,10578.138444731028
200398,23,10478.138444731028
200399,31,10378.138444731028
200400,0,8484.47785740858
200401,22,8384.47785740858
200402,4,8284.47785740858
200403,0,8184.477857408579
200404,0,11370.866874663992
200405,0,11270.866874663992
200406,0,11170.866874663992
200407,0,11070.866874663992
200408,0,10970.866874663992
200409,0,19590.402678220635
200410,0,12324.159647606706
200411,15,12224.159647606706
200412,0,12124.159647606706
200413,4,8816.293141561997
200414,0,8716.293141561997
200415,2,8616.293141561997
200416,5,8516.293141561997
200417,0,8416.293141561997
200418,0,8316.293141561997
200419,4,13282.112231748091
200420,17,13182.112231748091
200421,0,13082.112231748091
200422,0,12982.112231748091
200423,0,12882.112231748091
200424,0,14295.284420179203
200425,0,10003.959054872828
200426,4,20095.86967713476
200427,0,19995.86967713476
200428,2,19895.86967713476
200429,0,19795.86967713476
200430,22,19695.86967713476
200431,95,19595.86967713476
200432,6,19495.86967713476
200433,11,19395.86967713476
200434,13,7914.850664149575
200435,5,7814.850664149575
200436,0,7714.850664149575
200437,2,7842.019768497554
200438,0,7742.019768497554
200439,1,8019.426439605714
200440,1,7919.426439605714
200441,0,7819.426439605714
200442,0,7719.426439605714
200443,2,7619.426439605714
200444,60,7519.426439605714
200445,41,7419.426439605714
200446,0,9338.914969488043
200447,0,9436.204108938224
200448,0,7678.630919359333
200449,0,7578.630919359333
200450,1,20051.766172408938
200451,0,19951.766172408938
200452,0,12554.595106386045
200453,13,12454.595106386045
200454,0,12354.595106386045
200455,0,10781.388020115142
200456,0,10681.388020115142
200457,0,10581.388020115142
200458,0,10481.388020115142
200459,0,10381.388020115142
200460,0,10281.388020115142
200461,0,10181.388020115142
200462,2,13029.627405931224
200463,0,9725.61144403351
200464,0,9625.61144403351
200465,0,9525.61144403351
200466,5,20320.793189972497
200467,0,20220.793189972497
200468,2,20120.793189972497
200469,63,20020.793189972497
200470,19,19920.793189972497
200471,33,19820.793189972497
200472,0,19720.793189972497
200473,13,13511.595439666735
200474,0,13411.595439666735
200475,10,13311.595439666735
200476,35,13211.595439666735
200477,21,13111.595439666735
200478,134,13011.595439666735
200479,0,11473.34460687274
200480,0,11373.34460687274
200481,0,8333.853056048452
200482,0,8233.853056048452
200483,0,9268.361064180148
200484,0,9168.361064180148
200485,0,9068.361064180148
200486,36,14809.234436627887
200487,0,14709.234436627887
200488,18,14609.234436627887
200489,5,14509.234436627887
200490,0,14409.234436627887
200491,0,14309.234436627887
200492,0,8479.667226708754
200493,0,20374.94515778222
200494,3,20274.94515778222
200495,12,20174.94515778222
200496,2,7360.032403771132
200497,0,7260.032403771132
200498,0,7160.032403771132
200499,3,5792.730277489583
200500,0,5692.730277489583
200501,27,5592.730277489583
200502,1,5492.730277489583
200503,38,20463.504474009038
200504,8,20363.504474009038
200505,0,20263.504474009038
200506,0,20163.504474009038
200507,9,10529.111819490176
200508,0,10429.111819490176
200509,0,10329.111819490176
200510,5,12435.764647331114
200511,0,12335.764647331114
200512,0,7328.956505329637
200513,0,7228.956505329637
200514,0,7128.956505329637
200515,0,9429.897060164732
200516,0,9329.897060164732
200517,0,9229.897060164732
200518,0,9129.897060164732
200519,4,7632.778685445693
200520,0,7532.778685445693
200521,1,7432.778685445693
200522,0,7332.778685445693
200523,31,7232.778685445693
200524,14,7132.778685445693
200525,5,7162.557706440305
200526,16,12154.08493885467
200527,0,12054.08493885467
200528,0,11954.08493885467
200529,0,7108.694914685314
200530,0,7794.946854504429
200531,0,5765.8395910161635
200532,18,5665.8395910161635
200533,18,5565.8395910161635
200534,7,5465.8395910161635
200535,0,7754.927335629081
200536,22,7654.927335629081
200537,4,11173.693716789367
200538,0,11073.693716789367
200539,13,10973.693716789367
200540,0,7764.954130631859
200541,0,7664.954130631859
200542,0,7564.954130631859
200543,3,12443.886474913557
200544,0,14193.023278075949
200545,1,14093.023278075949
200546,0,13993.023278075949
200547,0,13893.023278075949
200548,54,13793.023278075949
200549,31,13693.023278075949
200550,42,13593.023278075949
200551,0,8876.710105983868
200552,19,13596.181572643374
200553,0,6907.655958114655
200554,17,6807.655958114655
200555,0,6707.655958114655
200556,0,7108.063115711733
200557,5,7008.063115711733
200558,0,11544.609535455316
200559,0,11444.609535455316
200560,0,11344.609535455316
200561,32,11244.609535455316
200562,3,11144.609535455316
200563,11,11044.609535455316
200564,0,10944.609535455316
200565,1,13898.464728828827
200566,0,13798.464728828827
200567,60,13698.464728828827
200568,0,13598.464728828827
200569,0,6582.4769239875595
200570,14,5471.995435300556
200571,10,5371.995435300556
200572,1,5271.995435300556
200573,7,5171.995435300556
200574,0,12663.497252475683
200575,0,12563.497252475683
200576,66,12463.497252475683
200577,0,8874.746239206297
200578,0,8774.746239206297
200579,0,8674.746239206297
200580,0,7929.492104927608
200581,7,7829.492104927608
200582,0,7729.492104927608
200583,0,7629.492104927608
200584,0,7529.492104927608
200585,0,7429.492104927608
200586,0,6644.895184508342
200587,7,6544.895184508342
200588,0,6444.895184508342
200589,0,7492.700693291559
200590,2,9003.774709568841
200591,0,8903.774709568841
200592,2,13677.36887513804
200593,14,13577.36887513804
200594,0,13477.36887513804
200595,18,13377.36887513804
200596,0,13277.36887513804
200597,100,13177.36887513804
200598,0,10632.121553076375
200599,0,10532.121553076375
200600,0,6138.548833094065
200601,0,6038.548833094065
200602,0,7098.622346313379
200603,3,6332.657563381641
200604,7,6232.657563381641
200605,5,6132.657563381641
200606,0,6065.272570117486
200607,0,5965.272570117486
200608,4,9413.627593334682
200609,0,9313.627593334682
200610,0,10700.11501036096
200611,0,11877.330799596071
200612,1,11777.330799596071
200613,0,11677.330799596071
200614,0,11577.330799596071
200615,4,11477.330799596071
200616,3,5877.057736555595
200617,0,5777.057736555595
200618,0,5677.057736555595
200619,0,5252.130536841092
200620,29,5152.130536841092
200621,2,8284.160308852877
200622,5,8184.160308852877
200623,0,8084.160308852877
200624,0,6982.569113401245
200625,5,11518.260172651822
200626,0,6022.9209041093245
200627,0,5922.9209041093245
200628,0,5822.9209041093245
200629,34,5794.44122631118
200630,0,5694.44122631118
200631,0,5594.44122631118
200632,0,4744.960727838457
200633,0,9516.529129459455
200634,0,5218.760155889347
200635,0,5118.760155889347
200636,0,5018.760155889347
200637,0,4736.042580256163
200638,0,5794.317356281631
200639,3,5694.317356281631
200640,0,9636.721061944105
200641,0,9536.721061944105
200642,14,11620.750438030082
200643,0,11520.750438030082
200644,35,11420.750438030082
200645,9,6366.168142897134
200646,0,6266.168142897134
200647,1,6166.168142897134
200648,1,6066.168142897134
200649,19,5966.168142897134
200650,0,7292.943474945501
200651,1,11124.925360665495
200652,0,11024.925360665495
200653,29,10924.925360665495
200654,43,10824.925360665495
200655,36,10724.925360665495
200656,0,4228.429387921936
200657,0,4128.429387921936
200658,0,4028.429387921936
200659,40,3928.429387921936
200660,0,3828.429387921936
200661,18,3728.429387921936
200662,0,3628.429387921936
200663,0,3528.429387921936
200664,0,3428.429387921936
200665,1,8619.45840865201
200666,2,8519.45840865201
200667,3,8419.45840865201
200668,0,8319.45840865201
200669,0,7483.024765449069
200670,0,7383.024765449069
200671,7,7283.024765449069
200672,88,5824.506757499117
200673,41,5724.506757499117
200674,31,5624.506757499117
200675,0,5524.506757499117
200676,0,5424.506757499117
200677,0,5324.506757499117
200678,0,5224.506757499117
200679,0,5124.506757499117
200680,0,5024.506757499117
200681,0,4924.506757499117
200682,46,5000.26863112454
200683,0,3785.262706960073
200684,0,3685.262706960073
200685,0,3585.262706960073
200686,0,3485.262706960073
200687,0,3385.262706960073
200688,0,5325.519354281985
200689,13,5225.519354281985
200690,31,5125.519354281985
200691,2,5025.519354281985
200692,15,4925.519354281985
200693,4,7885.212737597323
200694,0,7785.212737597323
200695,90,7685.212737597323
200696,0,7585.212737597323
200697,46,7485.212737597323
200698,0,7385.212737597323
200699,0,7285.212737597323
200700,0,7185.212737597323
200701,0,7085.212737597323
200702,0,3508.456051620634
200703,70,3408.456051620634
200704,2,8780.473712160547
200705,4,8680.473712160547
200706,0,8580.473712160547
200707,0,8480.473712160547
200708,0,8380.473712160547
200709,0,8280.473712160547
200710,17,3730.5768792645376
200711,0,3630.5768792645376
200712,0,3530.5768792645376
200713,0,3430.5768792645376
200714,0,3330.5768792645376
200715,0,4662.187714750282
200716,0,4562.187714750282
200717,0,5452.064516345727
200718,6,5352.064516345727
200719,2,4293.908096208801
200720,16,4193.908096208801
200721,0,4093.908096208801
200722,0,3993.908096208801
200723,0,3893.908096208801
200724,0,3793.908096208801
200725,1,8816.35493647292
200726,2,8716.35493647292
200727,18,8616.35493647292
200728,0,8516.35493647292
200729,0,8416.35493647292
200730,0,8316.35493647292
200731,0,8216.35493647292
200732,0,8116.354936472921
200733,0,8016.354936472921
200734,0,4869.82089930878
200735,0,6215.376858292712
200736,0,6115.376858292712
200737,6,6015.376858292712
200738,27,5915.376858292712
200739,0,3025.4517256321146
200740,2,8838.302798513587
200741,0,8738.302798513587
200742,14,8638.302798513587
200743,14,8538.302798513587
200744,0,8438.302798513587
200745,4,4043.336291445619
200746,0,3943.336291445619
200747,0,3843.336291445619
200748,0,3743.336291445619
200749,0,3374.5826903116713
200750,1,3274.5826903116713
200751,0,3174.5826903116713
200752,0,8891.507823209782
200753,15,8791.507823209782
200754,1,8691.507823209782
200755,0,8591.507823209782
200756,0,8491.507823209782
200757,0,8391.507823209782
200758,0,3839.6250832175424
200759,11,6115.11669227443
200760,3,6015.11669227443
200761,0,5915.11669227443
200762,0,4171.205551607189
200763,0,4071.2055516071887
200764,0,5075.4725351184015
200765,0,4975.4725351184015
200766,0,4875.4725351184015
200767,0,3786.9901075213097
200768,0,3716.379428677014
200769,0,3616.379428677014
200770,0,3516.379428677014
200771,0,5517.77494462261
200772,0,2783.1981224767346
200773,6,2683.1981224767346
200774,32,2583.1981224767346
200775,3,2483.1981224767346
200776,0,2383.1981224767346
200777,12,5742.794731137507
200778,0,5642.794731137507
200779,0,5542.794731137507
200780,0,3800.874456605381
200781,7,2453.341604087476
200782,0,2353.341604087476
200783,1,2253.341604087476
200784,22,2153.341604087476
200785,0,2053.341604087476
200786,15,3676.6470065388767
200787,3,3576.6470065388767
200788,0,3476.6470065388767
200789,0,3376.6470065388767
200790,0,3276.6470065388767
200791,0,3176.6470065388767
200792,0,3076.6470065388767
200793,0,2976.6470065388767
200794,0,2876.6470065388767
200795,0,4215.341772845302
200796,0,4115.341772845302
200797,0,4015.3417728453023
200798,0,3019.9766691391083
200799,0,4205.312922126952
200800,0,4105.312922126952
200801,0,4005.312922126952
200802,0,3069.2248559427726
200803,0,3543.6288606441904
200804,0,3591.0645005552856
200805,0,3130.0174791876834
200806,2,1639.927721200966
200807,127,1772.149986025076
200808,0,1672.149986025076
200809,0,1572.149986025076
200810,4,1472.149986025076
200811,0,1372.149986025076
200812,0,2798.006758764387
200813,0,2698.006758764387
200814,0,1689.658319543648
200815,0,1589.658319543648
200816,0,1456.7043345410998
200817,0,1356.7043345410998
200818,0,1256.7043345410998
200819,0,1552.8878544944384
200820,0,1250.6027551949855
200821,0,2221.5971206465124
200822,0,2121.5971206465124
200823,0,2021.5971206465124
200824,0,1532.8056241581307
200825,9,1432.8056241581307
200826,2,1332.8056241581307
200827,0,742.2914874793971
200828,1,773.9893313271455
200829,43,673.9893313271455
200830,0,573.9893313271455
200831,0,473.98933132714546
200832,0,447.9886486507188
200833,0,347.9886486507188
200834,0,247.9886486507188
200835,0,147.9886486507188
300836,0,19950.24890168871
300837,23,19850.24890168871
300838,2,19750.24890168871
300839,41,19650.24890168871
300840,0,19550.24890168871
300841,35,19450.243819216186
300842,0,19350.243819216186
300843,0,19250.243819216186
300844,0,19150.2479674679
300845,0,19050.2479674679
300846,0,18950.2479674679
300847,0,18916.65615503509
300848,0,18152.429540631216
300849,0,18052.429540631216
300850,29,17948.182196428454
300851,6,17848.182196428454
300852,0,17748.180931734383
300853,0,17648.180931734383
300854,28,17548.180931734383
300855,0,17448.180931734383
300856,0,18240.56504999307
300857,56,18140.56504999307
300858,0,15548.426469422811
300859,0,15448.426469422811
300860,31,15348.426469422811
300861,0,15248.426469422811
300862,17,15148.426469422811
300863,0,15048.426469422811
300864,4,14948.426469422811
300865,52,14848.426469422811
300866,0,14748.430510151895
300867,0,14648.430510151895
300868,2,14548.430510151895
300869,14,18782.78753638227
300870,17,18682.78753638227
300871,0,18582.78753638227
300872,0,18482.78753638227
300873,14,14881.622217974704
300874,23,14781.622217974704
300875,0,14681.622217974704
300876,1,14581.622217974704
300877,0,14481.622217974704
300878,0,14381.622217974704
300879,47,14281.622217974704
300880,0,14181.621613273654
300881,6,14081.621613273654
300882,20,13981.621613273654
300883,5,13881.621613273654
300884,0,13781.623353052735
300885,10,13681.623353052735
300886,28,13581.623353052735
300887,38,18482.020673162664
300888,0,18382.020673162664
300889,0,18282.01259976172
300890,0,18182.01259976172
300891,30,18082.02567977286
300892,0,17982.02567977286
300893,0,15011.318881807876
300894,0,14911.318881807876
300895,8,14811.318881807876
300896,0,14711.318718686462
300897,52,14611.318718686462
300898,33,14511.318718686462
300899,130,18091.1799773484
300900,0,17991.1799773484
300901,0,14602.182825533087
300902,0,14502.182825533087
300903,6,14402.182825533087
300904,0,14302.182825533087
300905,0,14202.182825533087
300906,85,14102.182825533087
300907,0,14002.182825533087
300908,22,13902.182825533087
300909,0,14807.82305142592
300910,1,14707.82305142592
300911,58,14607.82305142592
300912,19,14507.82305142592
300913,0,18480.705171159127
300914,126,18380.705171159127
300915,0,18280.705171159127
300916,0,18180.705171159127
300917,86,12375.012446277891
300918,0,12275.012446277891
300919,0,12175.012446277891
300920,0,12075.012446277891
300921,40,11975.012446277891
300922,53,14474.67577941117
300923,1,18702.489542255844
300924,2,18602.489542255844
300925,33,18502.489542255844
300926,5,18402.489542255844
300927,131,18302.489542255844
300928,0,18202.489542255844
300929,11,12324.122772556822
300930,0,12224.122772556822
300931,29,12124.127803688953
300932,0,12024.127803688953
300933,2,14137.83873567258
300934,2,14037.83873567258
300935,91,13937.83873567258
300936,0,11849.101724849566
300937,33,11749.101724849566
300938,0,11492.38263222031
300939,0,11392.38263222031
300940,0,11292.38263222031
300941,15,11192.38187358551
300942,0,11092.38187358551
300943,149,10992.38187358551
300944,0,10892.38187358551
300945,0,10792.38187358551
300946,0,10692.382282269686
300947,8,10592.382282269686
300948,18,10492.388153776072
300949,0,10392.388153776072
300950,0,10292.388153776072
300951,0,10192.388153776072
300952,0,10092.388153776072
300953,19,11712.355403322648
300954,0,11612.354716520447
300955,0,11512.354716520447
300956,79,11412.354716520447
300957,4,11312.354716520447
300958,0,11212.354716520447
300959,14,16276.602230121396
300960,15,16176.602230121396
300961,0,16076.602230121396
300962,71,15976.607853680307
300963,1,15876.607853680307
300964,0,15776.60511351111
300965,39,15676.60511351111
300966,0,15576.60511351111
300967,1,19621.819274161448
300968,0,19521.819274161448
300969,1,19421.819274161448
300970,0,19321.81849724215
300971,4,19221.81251141992
300972,0,19121.81251141992
300973,24,19021.81251141992
300974,2,19596.86040836991
300975,16,19496.86040836991
300976,0,19396.86040836991
300977,0,19633.50711067965
300978,57,19533.50150553757
300979,0,19433.50150553757
300980,4,8775.383747302856
300981,1,8675.383747302856
300982,0,8575.387279182836
300983,88,8475.387279182836
300984,0,8375.387279182836
300985,1,8275.387279182836
300986,14,8175.387279182835
300987,0,8075.387149070216
300988,0,7975.387149070216
300989,0,7875.387149070216
300990,0,7775.387149070216
300991,0,7675.387149070216
300992,0,7575.381498579541
300993,0,7475.3841617017915
300994,0,7375.3841617017915
300995,0,7275.385872765342
300996,0,7175.385872765342
300997,0,7075.383898935219
300998,0,6975.383898935219
300999,100,14631.00042611933
301000,5,15050.48646465202
301001,16,14950.48646465202
301002,0,14850.48646465202
301003,0,14750.48646465202
301004,0,14650.48646465202
301005,0,14550.48646465202
301006,0,9409.876505937831
301007,0,10289.744534301999
301008,0,14271.924479612258
301009,4,14171.924479612258
301010,0,14071.924479612258
301011,0,13971.924479612258
301012,0,13871.924479612258
301013,0,13771.924479612258
301014,5,13671.924479612258
301015,0,13571.924479612258
301016,0,13471.924479612258
301017,2,13371.924479612258
301018,0,13271.924479612258
301019,0,13171.924479612258
301020,21,13071.924479612258
301021,5,12971.924479612258
301022,7,12871.924479612258
301023,0,12771.92471290913
301024,0,12671.92471290913
301025,0,12571.92471290913
301026,0,12471.932753972971
301027,0,12371.932753972971
301028,0,20081.388316046025
301029,20,19981.388316046025
301030,0,19881.385712547355
301031,0,19781.385712547355
301032,0,19681.385712547355
301033,94,19581.395744498543
301034,0,19481.38288059612
301035,0,19381.38288059612
301036,0,19281.387167031746
301037,0,19181.387167031746
301038,0,19081.387167031746
301039,21,18981.387167031746
301040,10,18881.387167031746
301041,0,18781.387167031746
301042,0,18681.387105887028
301043,0,18581.39552068427
301044,0,18481.39552068427
301045,14,18381.39552068427
301046,18,18281.39552068427
301047,0,18181.39552068427
301048,0,9035.900481856626
301049,0,8935.900481856626
301050,1,12961.270663765072
301051,4,12861.270663765072
301052,0,8203.462022190402
301053,0,8103.462022190402
301054,0,8003.462022190402
301055,0,7903.462022190402
301056,83,10865.776234071487
301057,0,10765.776234071487
301058,59,10665.776234071487
301059,0,10565.776234071487
301060,15,10465.776234071487
301061,16,10365.776234071487
301062,0,10265.776058833431
301063,0,10165.776058833431
301064,0,10065.769482699416
301065,0,7089.347180769762
301066,2,6989.347180769762
301067,15,7077.61970118541
301068,2,6977.61970118541
301069,9,6877.61970118541
